property_id,locality_name,postal_code,street_name,house_number,latitude,longitude,property_type,property_subtype,price,type_of_sale,number_of_rooms,living_area,kitchen_type,fully_equipped_kitchen,furnished,open_fire,terrace,terrace_area,garden,garden_area,surface_of_good,number_of_facades,swimming_pool,state_of_building
10555484,Liège 2,4020,Rue Joseph Dejardin,26,50.6363136,5.5960861,APARTMENT,APARTMENT,185000,BUY_REGULAR,,74,INSTALLED,1,0,0,,,,,,3,,GOOD
11160706,Overboelare,9500,,,,,HOUSE,HOUSE,248000,BUY_REGULAR,,200,INSTALLED,1,0,0,1,25,1,170,251,2,,AS_NEW
11092332,Hasselt,3500,Windmolenstraat,62,50.9284488,5.3465261,APARTMENT,FLAT_STUDIO,99000,BUY_REGULAR,,25,,,0,0,,,,,,2,0,
11140534,Schaarbeek,1030,Emile Zolalaan,38,50.8763925,4.3801487,APARTMENT,DUPLEX,415000,BUY_REGULAR,,147,NOT_INSTALLED,1,0,0,,,1,22,,4,0,TO_RENOVATE
10879093,Watermael-Boitsfort,1170,,,,,HOUSE,HOUSE,450000,BUY_REGULAR,7,182,,1,,0,1,12,1,310,410,,,TO_RESTORE
11155560,Antwerpen,2018,Van Schoonbekestraat,158,51.1995389,4.4034994,APARTMENT,APARTMENT,289000,BUY_REGULAR,,72,SEMI_EQUIPPED,1,,1,,,,,,,,GOOD
11143943,Bruxelles,1020,Rue des Artistes,68,50.8800877,4.3491167,APARTMENT,APARTMENT,139000,BUY_REGULAR,,50,INSTALLED,1,0,0,,,,,,2,0,TO_BE_DONE_UP
11144749,Jupille-sur-Meuse,4020,Rue de Bois de Breux 218,,50.6360685,5.6212738,HOUSE,APARTMENT_BLOCK,399000,BUY_REGULAR,,220,INSTALLED,1,0,0,,,,,554,3,,
11150235,Vilvoorde,1800,Leuvensestraat,67-73,50.9280834,4.4277078,APARTMENT,APARTMENT,247500,BUY_REGULAR,,75,INSTALLED,1,0,0,1,6,,,,4,0,AS_NEW
11154439,Mortsel,2640,Singel,50,51.1653708,4.449512,APARTMENT,GROUND_FLOOR,299000,BUY_REGULAR,,70,INSTALLED,1,,1,,,1,109,,2,,JUST_RENOVATED
11153305,Floreffe,5150,Rue Oscar Kaisin,2,50.4346598,4.7606618,HOUSE,HOUSE,30000,BUY_REGULAR,,100,INSTALLED,1,,0,,,,,334,3,,TO_BE_DONE_UP
11133792,Oudergem,1160,Boulevard du Souverain,356,50.8208162,4.4297464,APARTMENT,APARTMENT,375000,BUY_REGULAR,,110,,1,0,0,1,9,,,,3,0,GOOD
10900680,Nieuwenhove,9506,Overraadstraat,73,50.7865495,3.979988,HOUSE_GROUP,HOUSE_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
11153283,Beringen,3581,Oosthamsesteenweg,37,51.0899447,5.2157224,HOUSE,HOUSE,249000,BUY_REGULAR,,159,USA_HYPER_EQUIPPED,1,0,0,1,,,,506,3,0,
11150712,Knokke-Heist,8300,Zeedijk-Heist,282,51.3416429,3.2446897,APARTMENT,APARTMENT,1650000,BUY_REGULAR,18,135,HYPER_EQUIPPED,1,,0,,,,,,,,GOOD
11121834,Nieuwpoort,8620,Albert I Laan,207,51.1483879,2.7166026,APARTMENT,APARTMENT,295000,BUY_REGULAR,,70,SEMI_EQUIPPED,1,,1,1,,,,,2,,TO_BE_DONE_UP
11154673,Veldegem,8210,Koning Albertstraat,3,51.1046542,3.1594658,APARTMENT,GROUND_FLOOR,249000,BUY_REGULAR,1,102,,,,0,1,,,,,2,,GOOD
11147688,Saive,4671,Rue Floréalle (Lot 7),,50.6530557,5.6858939,HOUSE,HOUSE,285000,BUY_REGULAR,,132,,,0,0,1,35,,,378,3,,
11151165,Ukkel,1180,,,,,APARTMENT,DUPLEX,599000,BUY_REGULAR,,136,USA_HYPER_EQUIPPED,1,0,0,1,15,1,120,,,,GOOD
11104939,Heverlee,3001,Bierbeekstraat,65 67,50.8722031,4.71609,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
11152762,SINT-AMANDSBERG,9040,Emiel Lossystraat,59,51.0492977,3.7599721,HOUSE,HOUSE,295000,BUY_REGULAR,,127,INSTALLED,1,,0,1,15,,,201,2,,TO_BE_DONE_UP
11059472,Koksijde,8670,Zeemeeuwenstraat 1,1,51.1145569,2.6201859,APARTMENT,APARTMENT,339000,BUY_REGULAR,,,INSTALLED,1,,0,1,8,1,100,,4,0,
11149591,Nandrin,4550,rue de la Basse,20,50.5014238,5.4223718,APARTMENT,APARTMENT,169000,BUY_REGULAR,,96,SEMI_EQUIPPED,1,,1,1,12,1,220,,,,GOOD
11016580,Bruxelles,1020,Rue de la Briqueterie,15,50.8739814,4.3514701,APARTMENT,APARTMENT,289000,BUY_REGULAR,,93,USA_SEMI_EQUIPPED,1,0,0,1,6,,,,2,0,AS_NEW
11146027,HOBOKEN,2660,Zeelandstraat,37,51.1846472,4.369646,HOUSE,HOUSE,465000,BUY_REGULAR,,207,INSTALLED,1,,0,1,33,1,110,231,2,,GOOD
11151422,Geldenaken,1370,Rue des Gotteaux,5,50.7220651,4.8711928,HOUSE,HOUSE,325000,BUY_REGULAR,,160,INSTALLED,1,,1,1,25,1,,287,3,,
11158318,WILRIJK,2610,Klaproosstraat,26,51.1701367,4.4066834,HOUSE,HOUSE,249000,BUY_REGULAR,,125,,,,0,,,1,36,109,2,,TO_RENOVATE
9764944,Halle,1500,Ninoofsesteenweg,45,50.7374476,4.2346957,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
11143040,WILRIJK,2610,Jozef Kenneslei,19,51.1738765,4.3929812,HOUSE,HOUSE,499000,BUY_REGULAR,,205,INSTALLED,1,,0,,,1,87,187,2,,GOOD
11159448,Somme-Leuze,5377,Rue du Pays-du-Roi,10,50.3369008,5.369151,HOUSE,HOUSE,225000,BUY_REGULAR,5,160,,1,,1,,,1,2135,2135,,,TO_RESTORE
10346301,Zedelgem,8210,Sint-Laurentiusstraat,36,51.1428722,3.1328721,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
11158646,Mechelen,2800,Koningin Astridlaan,132,51.0240088,4.468717,APARTMENT,APARTMENT,461524,BUY_REGULAR,5,103,,,,0,1,13,,,,,,
11091714,Molenbeek-Saint-Jean,1080,,,,,APARTMENT,DUPLEX,465000,BUY_REGULAR,,206,USA_HYPER_EQUIPPED,1,0,0,1,12,,,,2,0,AS_NEW
10950794,Zeebrugge,8380,Noordhinderstraat,25,51.3315241,3.2035032,APARTMENT,APARTMENT,399000,BUY_REGULAR,1,120,,,,0,,,1,22,,,,GOOD
11143449,Geraardsbergen,9500,Kattestraat,70,50.7692382,3.8775412,APARTMENT,APARTMENT,195000,BUY_REGULAR,,50,,,,0,,,,,,2,,GOOD
11144534,Leopoldsburg,3971,Markt,4,51.1092226,5.2295277,APARTMENT,APARTMENT,199000,BUY_REGULAR,1,110,,1,,0,1,17,,,,,,GOOD
11151900,Schaarbeek,1030,Rogierlaan,58,50.8601766,4.3750571,APARTMENT,DUPLEX,375000,BUY_REGULAR,4,120,,1,,0,1,6,,,,,,GOOD
11161798,Dendermonde,9200,Bareelstraat,1,51.0219963,4.114072,APARTMENT,APARTMENT,220000,BUY_REGULAR,,67,,1,0,0,,,,,,3,0,
11145199,Roeselare,8800,Olmenstraat,15,50.9360598,3.118506,HOUSE,HOUSE,335000,BUY_REGULAR,,,,,,0,,,,,700,2,,GOOD
10880166,St-Jans-Molenbeek,1080,Louis Mettewielaan,95,50.8530853,4.3009629,APARTMENT,APARTMENT,229000,BUY_REGULAR,,95,INSTALLED,1,,0,1,,,,,,,GOOD
11097428,Oostende,8400,Leopold Van Tyghemlaan,90 - 0110,51.2168949,2.8847985,APARTMENT,APARTMENT,220000,PUBLIC_SALE,,60,INSTALLED,1,,0,1,,,,,2,,AS_NEW
11135012,Gent,9000,Martelaarslaan,314,51.0477043,3.7104242,APARTMENT,APARTMENT,295000,BUY_REGULAR,,90,SEMI_EQUIPPED,1,,0,1,,,,,,,GOOD
11147890,Jabbeke,8490,Nieuwenhovedreef,39,51.1831069,3.1400117,APARTMENT,APARTMENT,599000,BUY_REGULAR,3,120,,1,,1,1,,,,,,,GOOD
10380965,Gent,9000,Francisco Ferrerlaan,61,51.0684402,3.7011604,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
11103404,Schaarbeek,1030,,,,,APARTMENT,APARTMENT,310000,BUY_REGULAR,,118,SEMI_EQUIPPED,1,0,0,1,7,,,,2,0,TO_RENOVATE
11087397,Ukkel,1180,Rue Général Mac Arthur,39,50.8127314,4.3539477,APARTMENT,GROUND_FLOOR,390000,BUY_REGULAR,,98,HYPER_EQUIPPED,1,0,0,1,30,,,,2,0,AS_NEW
11093907,Bruxelles,1000,,,,,APARTMENT,DUPLEX,1080000,BUY_REGULAR,4,229,USA_HYPER_EQUIPPED,1,,0,1,,,,,4,1,AS_NEW
11075773,Brussel,1000,Helihavenlaan,48,50.863423,4.3547239,APARTMENT,APARTMENT,185000,BUY_REGULAR,2,38,,,1,0,,,,,,,,GOOD
10865896,Yvoir,5530,Luchelet,43,50.3328102,4.917917,HOUSE,BUNGALOW,119000,BUY_REGULAR,,,,1,,1,1,,1,,1253,4,,GOOD
11008988,Knokke-Zoute,8300,,,,,APARTMENT,APARTMENT,2585000,BUY_REGULAR,,130,,,0,0,1,,,,,2,0,AS_NEW
11148186,TIELT-WINGE,3390,Tramstraat,7,50.8959847,4.926924,HOUSE,HOUSE,295000,BUY_REGULAR,,109,SEMI_EQUIPPED,1,,0,1,53,,,970,4,,TO_RENOVATE
10943929,Oostende,8400,Schaafstraat,26,51.2208277,2.9019268,APARTMENT,APARTMENT,274000,BUY_REGULAR,,90,,,0,0,1,,,,,2,0,
11148495,Sint-Ulriks-Kapelle,1700,Hoppeweg,2,50.8811397,4.2202428,HOUSE,HOUSE,569000,BUY_REGULAR,6,218,,,,0,,,1,700,817,,,GOOD
11142860,Hoboken,2660,Fodderiestraat,5,51.1816832,4.3482399,HOUSE,HOUSE,299000,BUY_REGULAR,,112,INSTALLED,1,,1,,,1,27,92,2,,JUST_RENOVATED
11053072,Gent,9000,Einde Were,13,51.0509732,3.7012871,APARTMENT,SERVICE_FLAT,349500,BUY_REGULAR,8,81,INSTALLED,1,,0,1,10,,,,,,
11148946,Saint-Josse-ten-Noode,1210,Esplanade Madou,6,50.8489056,4.3699398,APARTMENT,APARTMENT,349000,BUY_REGULAR,,110,USA_HYPER_EQUIPPED,1,0,0,,,,,,2,,
10910999,Oostende,8400,Christinastraat,151,51.2280326,2.9203142,APARTMENT,APARTMENT,870000,BUY_REGULAR,13,160,HYPER_EQUIPPED,1,,0,1,8,,,,,,GOOD
11152617,Affligem,1790,,,,,HOUSE,HOUSE,399000,BUY_REGULAR,15,170,INSTALLED,1,,0,,,,,234,,,
11162293,Ukkel,1180,Chaussee de Waterloo,1500,50.7839935,4.378974,APARTMENT,DUPLEX,499000,BUY_REGULAR,,178,NOT_INSTALLED,1,0,0,1,4,,,,2,0,TO_RENOVATE
11148029,Tongeren,3700,Achttiende Oogstwal,19,50.7842388,5.4701038,APARTMENT,APARTMENT,189000,BUY_REGULAR,,98,SEMI_EQUIPPED,1,,1,1,3,,,,,,TO_BE_DONE_UP
11154335,IXELLES,1050,,,,,HOUSE,APARTMENT_BLOCK,950000,BUY_REGULAR,,386,NOT_INSTALLED,1,,0,,,1,250,380,,,TO_RESTORE
11158838,Brugge,8000,Sint-Pietersgroenestraat,49,51.2228696,3.2160749,HOUSE,HOUSE,387000,BUY_REGULAR,13,171,,,,0,,,,,127,,,
11145912,Saint-Léger (7730),7730,Rue de Lille,17,50.7029334,3.3108435,HOUSE_GROUP,HOUSE_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
11156105,Roeselare,8800,Schildersstraat,14,50.9526609,3.1094897,HOUSE,HOUSE,236000,BUY_REGULAR,,,,,,0,1,,,,226,2,,GOOD
11041454,Melle,9090,Merelbekestraat,105,51.0191237,3.7698478,APARTMENT,APARTMENT,212500,BUY_REGULAR,2,60,,1,,0,1,4,,,,,,GOOD
10260931,BARVAUX,6940,,,,,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
11144851,Rekkem,8930,Dronckaertstraat,85,50.7711925,3.1673028,HOUSE,HOUSE,269000,BUY_REGULAR,,178,INSTALLED,1,0,0,1,30,1,400,583,2,,GOOD
11148782,Schoten,2900,Victor Adriaenssensstraat,"6, 3",51.2467552,4.497924,APARTMENT,DUPLEX,320000,BUY_REGULAR,,108,INSTALLED,1,,1,1,30,,,,2,,GOOD
11130013,Knokke,8300,Duinenwater,35A,51.3385642,3.2777801,APARTMENT,APARTMENT,660000,BUY_REGULAR,13,83,HYPER_EQUIPPED,1,,0,1,16,,,,2,,GOOD
11153085,Putte,2580,Waversesteenweg,4,51.0594984,4.6273196,APARTMENT,APARTMENT,342760,BUY_REGULAR,10,91,HYPER_EQUIPPED,1,,0,1,,,,,,,
11126414,Lummen,3560,Gemeenteplein,1,50.9860807,5.1922981,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
10932799,Leuven,3000,Flessentrekkerspad,7,50.8861558,4.6994014,APARTMENT,DUPLEX,759527,BUY_REGULAR,,190,HYPER_EQUIPPED,1,0,0,1,15,1,,,3,,AS_NEW
11141563,Bruxelles,1000,Parkdreef,45,50.8665959,4.3449,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
10267881,Vilvoorde,1800,Gustaaf levisstraat,2,50.9258341,4.4423874,APARTMENT,APARTMENT,279500,BUY_REGULAR,,104,,,0,0,1,8,,,,2,0,GOOD
11143167,SINT-NIKLAAS,9100,Van Durmestraat,9,51.1602977,4.1507605,HOUSE,HOUSE,299000,BUY_REGULAR,,113,INSTALLED,1,,1,1,,,,138,2,,JUST_RENOVATED
11143791,Manage,7170,Rue Emile Vandervelde,118,50.479696,4.215514,HOUSE,MIXED_USE_BUILDING,210000,BUY_REGULAR,,170,,,0,0,1,,,,0,3,,TO_BE_DONE_UP
11150990,Gent,9000,Pauwstraat,8,51.0737605,3.7319055,HOUSE,HOUSE,325000,BUY_REGULAR,1,160,,1,,0,,,,,65,2,,GOOD
11149982,Brugge,8000,Groenestraat,2,51.2120878,3.2182169,HOUSE,HOUSE,229000,BUY_REGULAR,,100,INSTALLED,1,,0,,,,,37,2,,TO_RENOVATE
11149122,Antwerpen Berchem,2600,Fruithoflaan,107,51.1850075,4.4430934,APARTMENT,APARTMENT,225000,BUY_REGULAR,,63,HYPER_EQUIPPED,1,0,0,1,17,,,,2,0,AS_NEW
10918665,Gent,9000,Brugsesteenweg,200-202,51.0652335,3.690419,APARTMENT,PENTHOUSE,425000,BUY_REGULAR,,118,HYPER_EQUIPPED,1,0,0,1,11,,,,,0,AS_NEW
11158223,Ukkel,1180,,,,,HOUSE,EXCEPTIONAL_PROPERTY,2300000,BUY_REGULAR,8,476,USA_HYPER_EQUIPPED,1,0,0,1,20,,,420,3,0,AS_NEW
11157252,BONHEIDEN,2820,Putsesteenweg,252,51.0366155,4.5537964,APARTMENT,APARTMENT,325000,BUY_REGULAR,,76,INSTALLED,1,,0,1,,,,,3,,GOOD
10578089,Heist-aan-Zee,8301,Graaf d'Ursellaan,31,51.3404413,3.2436316,APARTMENT,APARTMENT,1595000,BUY_REGULAR,9,324,INSTALLED,1,,0,1,40,,,,,,
11143789,Mont-sur-Marchienne,6032,Rue de l'eglise,3,50.389298,4.4049446,HOUSE,HOUSE,115000,BUY_REGULAR,,74,INSTALLED,1,,0,,,,,64,2,,
11101102,Gent Sint-Denijs-Westrem,9051,Leiepark,18,51.0294562,3.6734597,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
11146444,Hemiksem,2620,Krokusweg,15,51.1529213,4.3472038,HOUSE,HOUSE,699000,BUY_REGULAR,,200,USA_HYPER_EQUIPPED,1,,0,1,,1,360,500,4,,AS_NEW
11141769,Genk,3600,Koning Boudewijnlaan,5,51.0121937,5.4905408,APARTMENT,APARTMENT,265000,BUY_REGULAR,,109,INSTALLED,1,,0,1,6,,,,,0,AS_NEW
11003571,Berzée,5651,,,,,HOUSE,HOUSE,169900,BUY_REGULAR,,176,INSTALLED,1,,1,1,18,1,42,236,4,,GOOD
11153775,Sint-Pieters-Leeuw,1600,,,,,APARTMENT,APARTMENT,249000,BUY_REGULAR,,,INSTALLED,1,0,0,1,3,,,,2,0,GOOD
11151785,Charleroi,6000,Rue Pige au Croly,48,50.4190196,4.4463924,HOUSE,HOUSE,160000,BUY_REGULAR,,140,,,0,0,1,,,,82,3,,AS_NEW
11115297,Molenbeek-Saint-Jean,1080,Rue de la Belle au Bois Dormant,47,50.8491067,4.3032569,APARTMENT,APARTMENT,180000,BUY_REGULAR,,80,SEMI_EQUIPPED,1,0,0,1,7,,,,2,0,GOOD
11148589,ANTWERPEN,2000,Huikstraat,13,51.2247065,4.4042071,HOUSE,HOUSE,398000,BUY_REGULAR,,178,INSTALLED,1,,0,,,,,51,2,,GOOD
11144165,Remicourt,4350,Rue de pousset,10,50.6831874,5.3224979,APARTMENT,PENTHOUSE,315000,BUY_REGULAR,,139,USA_HYPER_EQUIPPED,1,0,0,1,19,,,,3,0,AS_NEW
11154974,Bruxelles  8,1080,,,,,APARTMENT,APARTMENT,199000,BUY_REGULAR,,90,INSTALLED,1,0,0,1,10,,,,2,,
11060608,GENT,9000,Drongensesteenweg,241/209,51.0554828,3.6924317,APARTMENT,APARTMENT,215000,BUY_REGULAR,,55,SEMI_EQUIPPED,1,,0,1,,,,,2,,
11136118,Antwerpen,2060,Carnotstraat,91,51.2183202,4.4254668,APARTMENT,APARTMENT,245000,BUY_REGULAR,1,100,,,,0,,,,,,3,,GOOD
10977349,Boortmeerbeek,3190,Wespelaarsebaan,2,50.9801969,4.5737005,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
11148225,Comblain-au-Pont,4170,Vieille Rue de Géromont,46,50.4708587,5.5719733,HOUSE,HOUSE,139000,BUY_REGULAR,,110,NOT_INSTALLED,1,,1,,,1,,270,4,,TO_RENOVATE
11118233,Vilvoorde,1800,Harensesteenweg,230,50.9184451,4.4228382,APARTMENT,LOFT,555000,BUY_REGULAR,,215,INSTALLED,1,0,0,1,,,,,2,,AS_NEW
11000833,Elsene,1050,Rue Kerckx,50,50.8309623,4.3762553,APARTMENT,APARTMENT,415000,BUY_REGULAR,,80,USA_INSTALLED,1,0,0,1,,,,,3,,AS_NEW
11074975,Antwerpen Ekeren Mariaburg,2180,Kapelsesteenweg,579,51.2932886,4.4431415,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
11153616,Pepingen,1670,,,,,HOUSE,COUNTRY_COTTAGE,2900000,BUY_REGULAR,7,640,,,0,0,1,,,,2600,4,,AS_NEW
11159666,Oudergem,1160,,,,,APARTMENT,APARTMENT,249000,BUY_REGULAR,,77,,1,0,0,1,17,,,,,0,TO_BE_DONE_UP
10969756,Nieuwenrode,1880,Kerkstraat,3,50.9796032,4.3505284,APARTMENT,APARTMENT,199000,BUY_REGULAR,,65,,1,0,0,1,14,,,,2,0,
10766523,Izegem,8870,Schoolstraat,64,50.9112168,3.2148666,APARTMENT,APARTMENT,280000,BUY_REGULAR,4,130,,,,0,,,,,,,,GOOD
11162806,Evere,1140,Avenue de l'Oud-Kapelleke,3,50.873875,4.4038291,APARTMENT,APARTMENT,165000,BUY_REGULAR,,67,SEMI_EQUIPPED,1,0,0,1,7,,,,,,TO_BE_DONE_UP
11038998,Liberchies,6238,,,,,APARTMENT,APARTMENT,285000,BUY_REGULAR,,100,USA_HYPER_EQUIPPED,1,0,0,1,,,,,2,0,AS_NEW
11155626,DEFTINGE,9570,Strichtstraat,32,50.7954977,3.8665001,HOUSE,HOUSE,240000,BUY_REGULAR,,201,SEMI_EQUIPPED,1,,0,,,,,1145,3,,TO_RENOVATE
11152155,Herentals,2200,Boerenkrijglaan,31,51.173995,4.841743,HOUSE,HOUSE,275000,BUY_REGULAR,,177,SEMI_EQUIPPED,1,,1,1,,1,,172,2,,GOOD
11080168,Erpe-Mere,9420,Oudenaardsesteenweg,694,50.9168569,3.9296648,APARTMENT,DUPLEX,320000,BUY_REGULAR,,142,USA_HYPER_EQUIPPED,1,0,0,1,6,,,,2,0,AS_NEW
11081715,Oostende,8400,Prinses Clementinaplein,40,51.2228827,2.9092352,APARTMENT,APARTMENT,330000,BUY_REGULAR,,84,INSTALLED,1,0,0,,,,,,2,0,AS_NEW
11148806,Elsene,1050,Rue des Drapiers,"2,25",50.8352339,4.3590931,APARTMENT,APARTMENT,1495000,BUY_REGULAR,4,174,USA_HYPER_EQUIPPED,1,,0,1,40,,,,2,0,AS_NEW
11154815,Balen,2490,Holven,92,51.1614678,5.1573304,HOUSE,HOUSE,275000,BUY_REGULAR,,150,INSTALLED,1,,1,,,1,,365,3,,GOOD
11161944,Knokke-Heist,8300,,,,,APARTMENT,DUPLEX,995000,BUY_REGULAR,4,110,HYPER_EQUIPPED,1,,0,1,,,,,2,0,AS_NEW
11091555,Woluwe-Saint-Lambert,1200,Avenue Emile Vandervelde,72,50.8472146,4.4478882,APARTMENT,PENTHOUSE,425000,BUY_REGULAR,,145,INSTALLED,1,0,0,1,3,,,,3,0,GOOD
10916596,Antwerpen,2000,Wapper,21,51.2168314,4.4093467,APARTMENT,DUPLEX,1235000,BUY_REGULAR,4,312,HYPER_EQUIPPED,1,0,0,1,80,,,,2,,AS_NEW
11162993,Brasschaat,2930,Lage Kaart,380/1,51.303868,4.4852356,APARTMENT,APARTMENT,295000,BUY_REGULAR,,,,,,1,1,8,,,,2,,AS_NEW
11157645,Berchem-Sainte-Agathe,1082,,,,,APARTMENT,DUPLEX,199000,BUY_REGULAR,,67,USA_HYPER_EQUIPPED,1,,0,,,,,,2,0,AS_NEW
11140971,Ukkel,1180,Rue du Doyenne,56-58,50.8062376,4.3384171,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
11078582,Leuze-En-Hainaut,7900,Avenue de Loudun,73,50.5879965,3.6177457,HOUSE,HOUSE,195000,BUY_REGULAR,,180,,1,,1,,,,,699,,,GOOD
11154037,Temse,9140,Velle,80,51.1599292,4.2060846,APARTMENT,APARTMENT,389000,BUY_REGULAR,1,121,,,,0,1,27,,,,,,GOOD
11149064,Gent Wondelgem,9032,Evergemsesteenweg,129,51.0955242,3.7150844,APARTMENT,PENTHOUSE,349000,BUY_REGULAR,,92,INSTALLED,1,0,0,1,29,,,,4,0,AS_NEW
11129514,Knokke,8300,Nieuwstraat,2,51.3385872,3.2878624,APARTMENT,APARTMENT,295000,BUY_REGULAR,5,70,INSTALLED,1,,0,,,,,,,,TO_BE_DONE_UP
11151485,BRUXELLES,1120,Rue des Faînes,8,50.895054,4.3938348,HOUSE,HOUSE,525000,BUY_REGULAR,,210,USA_INSTALLED,1,,1,,,1,147,223,2,,
10943087,Wellin,6920,Rue de la Station,"4,3",50.081643,5.1145506,APARTMENT,GROUND_FLOOR,245000,BUY_REGULAR,,124,INSTALLED,1,0,0,1,50,,,,,0,AS_NEW
11151774,Eeklo,9900,Tieltsesteenweg,53,51.1839548,3.5560484,HOUSE,HOUSE,259000,BUY_REGULAR,,150,INSTALLED,1,0,0,1,,,,140,2,0,
11121206,Deurne,2100,Karel van Overmeirelaan,57,51.2293934,4.482167,APARTMENT,APARTMENT,199000,BUY_REGULAR,,84,NOT_INSTALLED,1,,1,1,12,,,,,,
10922044,Leuven,3000,Groot Park,21,50.8558443,4.7765579,APARTMENT,APARTMENT,422180,BUY_REGULAR,,80,HYPER_EQUIPPED,1,0,0,1,6,,,,4,1,AS_NEW
11141470,Bruxelles,1000,Parkdreef,45,50.8665959,4.3449,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
11157667,Antwerpen,2000,Riemstraat,18,51.2135256,4.3928867,HOUSE,HOUSE,599000,BUY_REGULAR,,189,USA_SEMI_EQUIPPED,1,,1,1,6,1,,46,2,,GOOD
10980284,Woluwe-Saint-Lambert,1200,Avenue de Broqueville,107,50.8413586,4.4144935,APARTMENT,APARTMENT,399000,BUY_REGULAR,,129,,1,0,0,1,3,,,,2,0,GOOD
11159147,Lille,2275,Singel,17,51.2683386,4.8672404,APARTMENT,APARTMENT,364000,BUY_REGULAR,,180,USA_HYPER_EQUIPPED,1,0,0,1,12,,,,3,,AS_NEW
11077395,Antwerpen,2020,Camille Huysmanslaan,75,51.1907603,4.3924447,APARTMENT,APARTMENT,420000,BUY_REGULAR,,129,,,,0,1,,1,100,,2,,GOOD
11152122,Ruien (Kluisbergen),9690,Grote Herreweg,Lot 20,50.7670949,3.4766874,HOUSE,HOUSE,295000,BUY_REGULAR,,170,,,0,0,,,,,333,3,0,GOOD
11129479,Westende,8434,Badenlaan,78,51.1676956,2.7775451,APARTMENT,DUPLEX,134000,BUY_REGULAR,,44,,,0,0,1,,,,,2,0,
10968132,Sint-Lambrechts-Woluwe,1200,Allée Christian de Duve,15,50.8530932,4.4289661,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
11142971,Havré,7021,,,,,HOUSE,HOUSE,90000,BUY_REGULAR,11,184,,1,0,0,,,,,0,2,0,TO_RENOVATE
11055940,Tienen,3300,Sint-Genovevaplein,47,50.8290841,4.9908628,APARTMENT,GROUND_FLOOR,279000,BUY_REGULAR,1,116,INSTALLED,1,,0,1,35,1,70,,3,0,GOOD
10953473,Rekkem,8930,,,,,APARTMENT,PENTHOUSE,425000,BUY_REGULAR,,360,HYPER_EQUIPPED,1,0,0,1,40,,,,3,,AS_NEW
11155926,Gent,9000,Opvoedingstraat,101,51.0287784,3.723634,HOUSE,HOUSE,759000,BUY_REGULAR,1,200,,,,0,,,1,172,2650,2,,
11161933,Wondelgem,9032,Zandstraat,47,51.0770998,3.7105434,HOUSE,HOUSE,299000,BUY_REGULAR,,134,,1,0,0,1,20,,,0,2,0,
11156046,Antwerpen,2000,Italiëlei,99,51.2260799,4.4153595,APARTMENT,APARTMENT,325000,BUY_REGULAR,,106,INSTALLED,1,,1,,,,,,2,,JUST_RENOVATED
10981917,Brussel,1130,Oude Haachtsesteenweg,51,50.8947306,4.4335812,APARTMENT,APARTMENT,262609,BUY_REGULAR,,115,HYPER_EQUIPPED,1,0,0,1,7,,,,3,0,AS_NEW
11149474,Bredene,8450,Staessenstraat,4,51.2220618,2.9542024,HOUSE,HOUSE,279000,BUY_REGULAR,1,128,,,,1,1,,,,135,2,,GOOD
10916551,Mechelen,2800,Kardinaal Mercierplein,14,51.0207466,4.4819647,APARTMENT,APARTMENT,747900,BUY_REGULAR,,146,HYPER_EQUIPPED,1,0,0,1,16,,,,3,0,
11149334,Limburg,4830,Avenue Victor David,81,50.6174456,5.9431691,HOUSE,APARTMENT_BLOCK,799000,BUY_REGULAR,,454,INSTALLED,1,0,0,1,,1,6507,6758,4,0,TO_BE_DONE_UP
10678721,AWANS,4340,Rue Chaussée,126,50.6882014,5.4510698,APARTMENT,APARTMENT,275000,BUY_REGULAR,,88,NOT_INSTALLED,1,,0,1,15,,,,4,,
10835608,Kuurne,8520,Hulstsestraat,29,50.8558308,3.2877762,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,
